book,author,recommended_by,podcast_number
The Magic of Thinking Big,David J. Schwartz,Tim Ferriss,400
How to Make Millions with Your Ideas,Dan S. Kennedy,Tim Ferriss,400
One Simple Idea,Stephen Key,Tim Ferriss,400
The E-Myth Revisited,Michael E. Gerber,Tim Ferriss,400
Vagabonding,Rolf Potts,Tim Ferriss,400
Awareness,Anthony DeMello,Tim Ferriss,400
Give and Take,Adam Grant,Adam Grant,399
Originals,Adam Grant,Adam Grant,399
Option B,Adam Grant,Adam Grant,399
Power Moves,Adam Grant,Adam Grant,399
The Paradox of Choice,Barry Schwartz,Adam Grant,399
Switch,Chip & Dan Heath,Adam Grant,399
The Culture Code,Daniel Coyle,Adam Grant,399
Mistakes Were Made (but Not by Me),Carol Tavris and Elliot Aronson,Adam Grant,399
Quiet,Susan Cain,Adam Grant,399
Insight,Tasha Eurich,Adam Grant,399
I Don't Want to Talk About It,Terrence Real,"Peter Attia, M.D.",398
"Creativity, Inc.",Ed Catmull,"Peter Attia, M.D.",398
The Lean Startup,Eric Ries,"Mike Maples, Jr.",397
The Four Steps to the Epiphany,Steve Blank,"Mike Maples, Jr.",397
Crossing the Chasm,Geoffrey Moore,"Mike Maples, Jr.",397
On Grief and Grieving,Elisabeth Kübler-Ross & David Kessler,Tim Ferriss,394
The Five Minute Journal,Intelligent Change,Tim Ferriss,394
The Artist's Way Morning Pages Journal,Julia Cameron,Tim Ferriss,394
The ONE Thing,Gary Keller,Tim Ferriss,394
The Magic of Thinking Big,David J. Schwartz,Tim Ferriss,394
Abundance,Peter H. Diamandis & Steven Kotler,Tim Ferriss,394
Crucial Conversations,"Kerry Patterson, Joseph Grenny, Ron McMillan, and Al Switzler",Tim Ferriss,394
The Art of Asking,Amanda Palmer,Tim Ferriss,394
In the Realm of Hungry Ghosts,Gabor Maté,Tim Ferriss,394
The 80/20 Principle,Richard Koch,Tim Ferriss,394
How to Stop Worrying and Start Living,Dale Carnegie,Tim Ferriss,394
How to Be a Star at Work,Robert E. Kelley,Tim Ferriss,394
Vagabonding,Rolf Potts,Tim Ferriss,394
Essentialism,Greg McKeown,Tim Ferriss,394
Awareness,Anthony De Mello,Tim Ferriss,394
Snow Crash,Neal Stephenson,Tim Ferriss,394
Cryptonomicon,Neal Stephenson,Tim Ferriss,394
Motherless Brooklyn,Jonathan Lethem,Edward Norton,393
The Catcher in the Rye,J. D. Salinger,Edward Norton,393
Burn This,Lamford Wilson,Edward Norton,393
"Thinking, Fast and Slow",Daniel Kahneman,Edward Norton,393
Out of Africa,Isak Dinesen,Edward Norton,393
The Power Broker,Robert A. Caro,Edward Norton,393
Letters to a Young Poet,Rainer Maria Rilke,Edward Norton,393
What You Do Is Who You Are,Ben Horowitz,Ben Horowitz,392
The Hard Thing About Hard Things,Ben Horowitz,Ben Horowitz,392
High Output Management,Andrew S. Grove,Ben Horowitz,392
The Black Jacobins,C.L.R. James,Ben Horowitz,392
My American Journey,Colin Powell,Ben Horowitz,392
The Lean Startup,Eric Ries,Ben Horowitz,392
Caesar's Commentaries,Julius Gaius Caesar,Ben Horowitz,392
Forest Bathing,Dr. Qing Li,Kevin Rose,391
Awareness,Anthony DeMello,Kevin Rose,391
How to Change Your Mind,Michael Pollan,Kevin Rose,391
The Gift,Hafiz,Kevin Rose,391
The Untethered Soul,Michael A. Singer,Kevin Rose,391
Why We Sleep,Matthew Walker,Kevin Rose,391
The Longevity Diet,Valter Longo,Kevin Rose,391
The 4-Hour Chef,Timothy Ferriss,Tim Ferriss,390
The Way of the Superior Man,David Deida,Tim Ferriss,390
The Game,Neil Strauss,Tim Ferriss,390
Don't Shoot the Dog,Karen Pryor,Tim Ferriss,390
Why We Sleep,Matthew Walker,Tim Ferriss,390
Dune,Frank Herbert,Tim Ferriss,390
The 4-Hour Workweek,Timothy Ferriss,Tim Ferriss,390
Tools of Titans,Timothy Ferriss,Tim Ferriss,390
The 22 Immutable Laws of Marketing,Al Ries & Jack Trout,Tim Ferriss,390
Anything You Want,Derek Sivers,Tim Ferriss,390
Finite and Infinite Games,James P. Carse,Tim Ferriss,390
Tribe of Mentors,Timothy Ferriss,Tim Ferriss,390
Awareness,Anthony de Mello,Tim Ferriss,390
Trickster Makes This World,Lewis Hyde,Tim Ferriss,390
The Art of Possibility,Rosamund Stone Zander & Benjamin Zander,Tim Ferriss,390
Letters from an Astrophysicist,Neil deGrasse Tyson,Neil deGrasse Tyson,389
Astrophysics for People in a Hurry,Neil deGrasse Tyson,Neil deGrasse Tyson,389
Bad Science,Ben Goldacre,Neil deGrasse Tyson,389
Death by Black Hole,Neil deGrasse Tyson,Neil deGrasse Tyson,389
How to Live with Statistics,Darrell Huff,Neil deGrasse Tyson,389
Merlin's Tour of the Universe,Neil deGrasse Tyson,Neil deGrasse Tyson,389
Just Visiting the Planet,Neil deGrasse Tyson,Neil deGrasse Tyson,389
The Almagest,Claudius Ptolemy,Neil deGrasse Tyson,389
The Great Gatsby,F. Scott Fitzgerald,Neil deGrasse Tyson,389
Somewhere Inside,Laura Ling & Lisa Ling,Lisa Ling,388
"Mother, Daughter, Sister, Bride",Joanne Eicher & Lisa Ling,Lisa Ling,388
Genghis Khan and the Making of the Modern World,Jack Weatherford,Lisa Ling,388
The Alchemist,Paulo Coelho,Lisa Ling,388
A People's History of the United States,Howard Zinn,Lisa Ling,388
"Wherever You Go, There You Are",Jon Kabat-Zinn,Tristan Harris,387
The 22 Immutable Laws of Marketing,Al Ries & Jack Trout,Tristan Harris,387
Words That Work,Frank I. Luntz,Tristan Harris,387
Metaphors We Live By,George Lakoff & Mark Johnson,Tristan Harris,387
Don't Shoot the Dog!,Karen Pryor,Tristan Harris,387
Winners Take All,Anand Giridharadas,Tristan Harris,387
Lullaby,Chuck Palahniuk,Tristan Harris,387
Amusing Ourselves to Death,Neil Postman,Tristan Harris,387
1984,George Orwell,Tristan Harris,387
Brave New World,Aldous Huxley,Tristan Harris,387
Technopoly,Neil Postman,Tristan Harris,387
Finite and Infinite Games,James Carse,Tristan Harris,387
The Bhagavad Gita,Vyasa,Ken Burns,386
The American Cinema: Directors And Directions 1929-1968,Andrew Sarris,Ken Burns,386
Getting Things Done,David Allen,David Allen,384
The Getting Things Done Workbook,David Allen,David Allen,384
The Oxygen Advantage,Patrick McKeown,David Allen,384
The Antidote,Oliver Burkeman,David Allen,384
Never Met a Man I Didn't Like,Will Rogers,David Allen,384
The Artist's Way,Julia Cameron,David Allen,384
A Sand County Almanac,Aldo Leopold,Mike Phillips,383
Loonshots,Safi Bahcall,Safi Bahcall,382
The Hot Zone,Richard Preston,Safi Bahcall,382
A Guide to the Good Life,William B. Irvine,Safi Bahcall,382
How to Stop Worrying and Start Living,Dale Carnegie,Safi Bahcall,382
Joyful Wisdom,Yongey Mingyur Rinpoche,Safi Bahcall,382
Radical Acceptance,Tara Brach,Safi Bahcall,382
Awareness,Anthony De Mello,Safi Bahcall,382
Spark,John J. Ratey,Safi Bahcall,382
Frames of Mind,Howard Gardner,Charles Koch,381
Good Profit,Charles G. Koch,Charles Koch,381
Why Wages Rise,F.A. Harper,Charles Koch,381
Human Action,Ludwig Von Moses,Charles Koch,381
Personal Knowledge,Michael Polanyi,Charles Koch,381
Benjamin Franklin,Walter Isaacson,Ed Zschau,380
Steve Jobs,Walter Isaacson,Ed Zschau,380
Einstein,Walter Isaacson,Ed Zschau,380
The Wright Brothers,David McCullough,Ed Zschau,380
Building on Bedrock,Derek Lidow,Ed Zschau,380
On Grief and Grieving,Elisabeth Kübler-Ross & David Kessler,Nick Norris,378
Wisdom at Work,Chip Conley,Chip Conley,374
The Rebel Rules,Chip Conley,Chip Conley,374
Peak,Chip Conley,Chip Conley,374
Emotional Equations,Chip Conley,Chip Conley,374
Marketing That Matters,"Chip Conley, Eric Friedenwald-Fishman",Chip Conley,374
Business Rules of Thumb,"Chip Conley, Seth Godin",Chip Conley,374
Man's Search for Meaning,Viktor E. Frankl,Chip Conley,374
Awake in the Wild,Mark Coleman,Chip Conley,374
Joy on Demand,Chade-Meng Tan,Chip Conley,374
Search Inside Yourself,Chade-Meng Tan,Chip Conley,374
The Happiness Curve,Jonathan Rauch,Chip Conley,374
The 100-Year Life,"Lynda Gratton, Andrew Scott",Chip Conley,374
Setting the Table,Danny Meyer,Chip Conley,374
Meditations,Marcus Aurelius,Chip Conley,374
On the Shortness of Life,Seneca,Chip Conley,374
Reboot,Jerry Colonna,Jerry Colonna,373
The Girl with the Dragon Tattoo,Stieg Larsson,Jerry Colonna,373
The Bhagavad Gita,Editor: Christopher Key Chapple,Jerry Colonna,373
When Things Fall Apart,Pema Chodron,Jerry Colonna,373
Faith,Sharon Salzberg,Jerry Colonna,373
Let Your Life Speak,Parker J. Palmer,Jerry Colonna,373
The Artist's Way Morning Pages Journal,Julia Cameron,Jerry Colonna,373
Radical Acceptance,Tara Brach,Jerry Colonna,373
The Klingon Hamlet,William Shakespeare,Jerry Colonna,373
Getting the Love You Want,Harville Hendrix Ph.D. and Helen LaKelly Hunt PhD,Julie Rice,372
Start With Why,Simon Sinek,Julie Rice,372
Setting the Table,Danny Meyer,Julie Rice,372
Delivering Happiness,Tony Hsieh,Julie Rice,372
"I Will Teach You to Be Rich, Second Edition",Ramit Sethi,Ramit Sethi,371
A Random Walk Down Wall Street,Burton G. Malkiel,Ramit Sethi,371
No B.S. Marketing to the Affluent,Dan S. Kennedy,Ramit Sethi,371
How to Make Millions with Your Ideas,Dan S. Kennedy,Ramit Sethi,371
"Outer Order, Inner Calm",Gretchen Rubin,Ramit Sethi,371
Bird by Bird,Anne Lamott,Ramit Sethi,371
Born Standing Up,Steve Martin,Adam Savage,370
The 4-Hour Chef,Timothy Ferriss,Adam Savage,370
Julia and Jacques Cooking at Home,Julia Child & Jacques Pepin,Adam Savage,370
The Liars' Club,Mary Karr,Adam Savage,370
Principles: Life and Work,Ray Dalio,Kevin Systrom,369
The Lean Startup,Eric Ries,Kevin Systrom,369
How to Read a Book,Mortimer Adler & Charles Van Doren,Kevin Systrom,369
The Mathematics of Politics,E. Arthur Robinson & Daniel H. Ullman,Kevin Systrom,369
Getting Things Done,David Allen,Kevin Systrom,369
The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt & Jeff Cox,Kevin Systrom,369
The Lessons of History,Will & Ariel Durant,Kevin Systrom,369
Genghis Khan and the Making of the Modern World,Jack Weatherford,Kevin Systrom,369
The Wright Brothers,David McCullough,Kevin Systrom,369
The Complete Story of Civilization,Will Durant,Kevin Systrom,369
Dropping Ashes on the Buddha,Zen Master Seung Sahn,Amanda Palmer,368
Why We Sleep,"Matthew Walker, PhD",Amanda Palmer,368
Beloved Demons,C. Anthony Martignetti,Amanda Palmer,368
Radical Acceptance,Tara Brach,Amanda Palmer,368
Death,Neil Gaiman,Amanda Palmer,368
Trillion Dollar Coach,"Eric Schmidt, Jonathan Rosenberg, and Alan Eagle",Eric Schmidt,367
How Google Works,Eric Schmidt and Jonathan Rosenberg,Eric Schmidt,367
The New Digital Age,Eric Schmidt and Jared Cohen,Eric Schmidt,367
What the Dormouse Said,John Markoff,Eric Schmidt,367
The Better Angels of Our Nature,Steven Pinker,Eric Schmidt,367
Views,Roger Dean,Neil Gaiman,366
The Lord of the Rings,J. R. R. Tolkien,Neil Gaiman,366
Lamb to the Slaughter,Roald Dahl,Neil Gaiman,366
Neverwhere,Neil Gaiman,Neil Gaiman,366
Stardust,Neil Gaiman,Neil Gaiman,366
American Gods,Neil Gaiman,Neil Gaiman,366
The Graveyard Book,Neil Gaiman,Neil Gaiman,366
The Ocean at the End of the Lane,Neil Gaiman,Neil Gaiman,366
The 13 Clocks,James Thurber,Neil Gaiman,366
The Jungle Book,Rudyard Kipling,Neil Gaiman,366
Johnny and the Dead,Terry Pratchett,Neil Gaiman,366
Anansi Boys,Neil Gaiman,Neil Gaiman,366
The Colour of Magic,Terry Pratchett,Neil Gaiman,366
Don't Panic: Douglas Adams & The Hitchhiker's Guide to the Galaxy,Neil Gaiman,Neil Gaiman,366
The Jew of Malta,Christopher Marlowe,Neil Gaiman,366
The Books of Magic,Neil Gaiman,Neil Gaiman,366
Good Omens,Neil Gaiman & Terry Pratchett,Neil Gaiman,366
Loonshots,Safi Bahcall,Safi Bahcall,364
"Thinking, Fast and Slow",Daniel Kahneman,Safi Bahcall,364
The Stories of Vladimir Nabokov,Vladimir Nabokov,Safi Bahcall,364
Essays After Eighty,Donald Hall,Safi Bahcall,364
How Life Imitates Chess,Garry Kasparov,Safi Bahcall,364
The Art of Learning,Josh Waitzkin,Safi Bahcall,364
The Net and the Butterfly,Olivia Fox Cabane & Judah Pollack,Safi Bahcall,364
The Third Door,Alex Banayan,Tim Ferriss,363
Chicken Soup for the Soul,Jack Canfield,Tim Ferriss,363
The 4-Hour Workweek,Timothy Ferriss,Tim Ferriss,363
Man's Search for Meaning,Viktor E. Frankl,Tim Ferriss,363
Awareness,Anthony De Mello,Tim Ferriss,363
How to Stop Worrying and Start Living,Dale Carnegie,Tim Ferriss,363
The 80/20 Principle,Richard Koch,Tim Ferriss,363
Living the 80/20 Way,Richard Koch,Tim Ferriss,363
The 4-Hour Chef,Timothy Ferriss,Tim Ferriss,363
The 5 Love Languages,Gary Chapman,Tim Ferriss,363
Don't Shoot the Dog,Karen Pryor,Tim Ferriss,363
Nonviolent Communication,Marshall Rosenberg,Tim Ferriss,363
The Highly Sensitive Person,Elaine N. Aron,Graham Duncan,362
A Mind at Home with Itself,Byron Katie,Graham Duncan,362
The Aspirational Investor,Ashvin B. Chhabra,Graham Duncan,362
Tribal Leadership,Dave Logan and John King,Graham Duncan,362
The Culture Code,Daniel Coyle,Graham Duncan,362
The Tools,Phil Stutz and Barry Michels,Graham Duncan,362
Finite and Infinite Games,James Carse,Graham Duncan,362
Breakfast at the Victory,James Carse,Graham Duncan,362
The Whole-Brain Child,Daniel Siegel,Graham Duncan,362
Zen and the Art of Motorcycle Maintenance,Robert Pirsig,Graham Duncan,362
Discover Your Inner Economist,Tyler Cowen,Graham Duncan,362
Turning the Flywheel,Jim Collins,Jim Collins,361
Good to Great,Jim Collins,Jim Collins,361
Good to Great and the Social Sectors,Jim Collins,Jim Collins,361
Built to Last,Jim Collins,Jim Collins,361
How The Mighty Fall,Jim Collins,Jim Collins,361
Great by Choice,Jim Collins,Jim Collins,361
Draft No. 4,John McPhee,Jim Collins,361
A Sense of Where You Are,John McPhee,Jim Collins,361
Encounters with the Archdruid,John McPhee,Jim Collins,361
The Control of Nature,John McPhee,Jim Collins,361
Searching for Bobby Fischer,Fred Waitzkin,Jim Collins,361
Creativity in Business,Michael Ray & Rochelle Myers,Jim Collins,361
The Effective Executive,Peter Drucker,Jim Collins,361
"Thinking, Fast and Slow",Daniel Kahneman,Jim Collins,361
On The Shortness Of Life,Seneca,Jim Collins,361
Holy Bible,God,Caterina Fake,360
The Innovator's Dilemma,Clayton M. Christensen,Caterina Fake,360
How Buildings Learn,Stewart Brand,Caterina Fake,360
Flow,Mihaly Csikszentmihalyi,Caterina Fake,360
The Child and the Shadow,Ursula K. Le Guin,Caterina Fake,360
Labyrinths,Jorge Luis Borges,Caterina Fake,360
The Odyssey,Homer,Caterina Fake,360
Tomb for Boris Davidovich,Danilo Kiš,Caterina Fake,360
Hannah Versus the Tree,Leland de la Durantaye,Caterina Fake,360
Ethan Frome,Edith Wharton,Caterina Fake,360
The White Goddess,Robert Graves,Caterina Fake,360
The Upanishads,Eknath Easwaran (translation),Caterina Fake,360
"The Emigrants, The Rings of Saturn, and Vertigo",W. G. Sebald,Caterina Fake,360
Louise Bourgeois: Drawings and Observations,Louise Bourgeois,Caterina Fake,360
The Principles of Uncertainty,Maira Kalman,Caterina Fake,360
Letters of Note,Shaun Usher,Caterina Fake,360
Frankenstein,Mary Shelley,Caterina Fake,360
The Collected Poems,Wallace Stevens,Caterina Fake,360
The Collected Poems of Emily Dickinson,Emily Dickinson,Caterina Fake,360
"The Norton Anthology of Modern and Contemporary Poetry, Volume 1","Jahan Ramazani Ph.D., Richard Ellmann, Robert O'Clair (editors)",Caterina Fake,360
"The Norton Anthology of Modern and Contemporary Poetry, Volume 2","Jahan Ramazani Ph.D., Richard Ellmann, Robert O'Clair (editors)",Caterina Fake,360
Growth of the Soil,Knut Hamsun,Caterina Fake,360
The Thousand Autumns of Jacob de Zoet,David Mitchell,Caterina Fake,360
The Tiger's Wife,Téa Obreht,Caterina Fake,360
Voices From Chernobyl,Svetlana Alexievich,Caterina Fake,360
The Box,Marc Levinson,Tobi Lütke,359
High Output Management,Andrew S. Grove,Tobi Lütke,359
Drive,Daniel Pink,Tobi Lütke,359
Influence,Robert B. Cialdini,Tobi Lütke,359
Extreme Ownership,"Jocko Willink, Leif Babin",Tobi Lütke,359
Grit,Angela Duckworth,Tobi Lütke,359
Mindset,Carol S. Dweck,Tobi Lütke,359
Neuromancer,William Gibson,Tobi Lütke,359
Awareness,Anthony De Mello,Tobi Lütke,359
The Elements of Style,William Strunk Jr.,Tobi Lütke,359
A Guide to the Good Life,William B. Irvine,Tobi Lütke,359
The Courage to Be Disliked,"Ichiro Kishimi, Fumitake Koga",Tobi Lütke,359
How to Win Friends & Influence People,Dale Carnegie,Ken Block,358
The 7 Habits of Highly Effective People,Stephen R. Covey,Ken Block,358
Quiet Power,Susan Cain,Susan Cain,357
Quiet,Susan Cain,Susan Cain,357
Macbeth,William Shakespeare,Susan Cain,357
The Art of Nonfiction,Ayn Rand,Susan Cain,357
Draft No. 4,John McPhee,Susan Cain,357
Bird by Bird,Anne Lamott,Susan Cain,357
Waking Up,Sam Harris,Susan Cain,357
Love for Imperfect Things,Haemin Sunim,Susan Cain,357
Joy on Demand,Chade-Meng Tan,Susan Cain,357
Unshakeable,Tony Robbins & Peter Mallouk,Peter Mallouk,356
MONEY Master the Game,Tony Robbins,Peter Mallouk,356
The 5 Mistakes Every Investor Makes and How to Avoid Them,Peter Mallouk,Peter Mallouk,356
Common Sense on Mutual Funds,John C. Bogle,Peter Mallouk,356
The Intelligent Investor,Benjamin Graham,Peter Mallouk,356
Awareness,Anthony De Mello,Peter Mallouk,356
How Full Is Your Bucket?,Tom Rath & Donald O. Clifton,Peter Mallouk,356
The Prophet,Kahlil Gibran,Peter Mallouk,356
Essentialism,Greg McKeown,Greg McKeown,355
Boundaries,Henry Cloud & John Townsend,Greg McKeown,355
The Effective Executive,Peter Drucker,Greg McKeown,355
Creativity,Mihaly Csikszentmihalyi,Greg McKeown,355
The Presidential Biographies,David McCullough,Greg McKeown,355
The Boron Letters,Gary C. Halbert,Benedict Dohmen and Santiago Nestares,354
Ca$hvertising,Drew Eric Whitman,Benedict Dohmen and Santiago Nestares,354
The Lean Startup,Eric Ries,Benedict Dohmen and Santiago Nestares,354
Getting Past No,William Ury,Benedict Dohmen and Santiago Nestares,354
Getting to Yes,Roger Fisher & William Ury,Benedict Dohmen and Santiago Nestares,354
The 4-Hour Workweek,Timothy Ferriss,Benedict Dohmen and Santiago Nestares,354
Poor Charlie's Almanack,Charles T. Munger,Benedict Dohmen and Santiago Nestares,354
Seeking Wisdom: From Darwin to Munger,Peter Bevelin,Benedict Dohmen and Santiago Nestares,354
The Kite Runner,Khaled Hosseini,Benedict Dohmen and Santiago Nestares,354
The ONE Thing,Gary Keller & Jay Papasan,Benedict Dohmen and Santiago Nestares,354
Who,Geoff Smart,Benedict Dohmen and Santiago Nestares,354
Topgrading,Bradford D. Smart Ph.D.,Benedict Dohmen and Santiago Nestares,354
Work Rules!,Laszlo Bock,Benedict Dohmen and Santiago Nestares,354
High Velocity Hiring,Scott Wintrip,Benedict Dohmen and Santiago Nestares,354
The Art of Thinking Clearly,Rolf Dobelli,Benedict Dohmen and Santiago Nestares,354
The Art of the Good Life,Rolf Dobelli,Benedict Dohmen and Santiago Nestares,354
How to Measure Anything,Douglas W. Hubbard,Benedict Dohmen and Santiago Nestares,354
The Rise and Fall of American Growth,Robert J. Gordon,Patrick Collison,353
The Mind–Body Problem,Jonathan Westphal,Patrick Collison,353
Poor Charlie's Almanack,Charlie Munger,Patrick Collison,353
Something Incredibly Wonderful Happens,K.C. Cole,Patrick Collison,353
Hard Landing,Thomas Petzinger Jr.,Patrick Collison,353
The Dream Machine,M. Mitchell Waldrop,Patrick Collison,353
Age of Ambition,Evan Osnos,Patrick Collison,353
If the Universe Is Teeming with Aliens . . . WHERE IS EVERYBODY?,Stephen Webb,Patrick Collison,353
